Symbol	GSM8422086	GSM8422087	GSM8422088	GSM8422089	GSM8422091	GSM8422092	GSM8422093	GSM8422094	GSM8422095	GSM8422096	GSM8422097
LNCPRESS2	0	0	0	0	0	0	0	0	0	0	0
GRID2	0	0	0	0	0	0	3	0	0	0	0
LOC107986295	0	0	0	0	0	0	0	0	0	0	0
ATOH1	2	2	3	1	3	3	5	5	6	1	5
SMARCAD1-DT	0	0	0	0	0	1	0	0	0	0	0
SMARCAD1	887	825	695	792	833	666	814	962	959	897	889
HPGDS	0	0	1	0	0	0	0	0	0	0	0
PDLIM5	1894	1690	1573	1078	1259	822	992	1015	1104	1054	1036
BMPR1B-DT	0	0	0	0	0	0	0	0	0	0	0
BMPR1B	8	12	16	5	4	2	4	1	6	1	0
UNC5C	0	1	0	0	0	0	1	0	0	0	0
UNC5C-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105377337	0	0	0	0	0	0	0	0	0	0	0
PDHA2	0	0	0	0	0	0	0	0	0	0	0
LINC02267	0	0	0	0	0	0	0	0	0	0	0
STPG2	1	0	1	1	0	2	0	1	0	2	0
STPG2-AS1	0	0	0	0	0	0	0	0	0	1	0
LOC105377340	1	0	0	0	1	0	0	0	0	0	0
RAP1GDS1	1207	980	926	1041	1143	1046	1190	1146	1105	1064	1113
TSPAN5	11	21	12	7	6	4	10	9	4	3	6
LOC112267901	0	0	0	0	0	0	0	0	0	0	0
TSPAN5-DT	1	0	0	0	0	0	0	0	0	0	0
LOC105377343	0	0	0	1	0	0	1	0	2	0	3
EIF4E	1472	1347	1215	1565	1537	1043	1233	1365	1621	1425	1435
METAP1	1711	1451	1437	1442	1516	1183	1305	1345	1497	1407	1528
MIR3684	0	0	0	0	0	0	0	2	0	0	0
ADH5	2617	2184	2220	2553	2602	2626	2946	2788	2688	2537	2631
LOC100507053	16	14	11	7	5	12	5	17	11	7	15
ADH4	0	0	0	0	0	0	0	0	0	0	0
PCNAP1	0	0	0	0	0	0	0	0	0	0	0
ADH6	4	3	4	0	0	1	1	2	0	1	1
ADH1A	1	1	1	0	0	0	4	0	1	0	0
ADH1B	0	0	0	0	0	0	0	0	0	0	0
ADH1C	0	0	0	0	0	0	2	0	0	0	0
LOC102723576	0	0	0	0	0	0	0	0	0	0	0
ADH7	0	0	0	0	0	0	0	0	0	0	0
C4orf17	0	0	0	0	0	0	0	0	0	0	0
TRMT10A	92	74	78	81	75	79	72	94	87	84	98
MTTP	0	0	2	0	0	0	0	0	1	0	0
C4orf54	0	0	0	0	0	1	0	0	0	0	0
DAPP1	0	0	2	0	0	2	2	0	1	0	1
LAMTOR3	446	415	401	399	453	293	372	405	416	376	401
DNAJB14	614	521	525	545	615	491	537	702	741	723	749
H2AZ1	9319	7918	7574	9847	10008	6808	7416	6927	9643	8660	9609
H2AZ1-DT	3	5	2	1	2	1	3	4	1	2	3
LOC107986232	0	0	0	0	0	0	0	0	0	0	0
DDIT4L	140	116	131	298	312	200	242	233	295	262	259
DDIT4L-AS1	0	0	1	1	1	0	3	1	1	1	2
SNORA101A	0	0	0	0	0	0	0	0	0	0	0
EMCN	20	6	10	18	20	24	42	58	35	22	24
LOC105377345	0	0	0	6	0	2	0	0	2	4	0
LINC01216	0	0	0	0	0	0	0	0	0	0	0
LINC01218	0	0	0	0	0	0	0	0	0	0	0
PPP3CA	501	502	451	444	472	500	543	550	520	466	495
MIR8066	0	0	0	0	0	0	0	0	0	0	0
MIR1255A	0	0	0	0	1	0	0	2	0	0	1
FLJ20021	21	17	16	17	23	38	39	36	24	26	22
LOC107986297	0	0	0	0	1	0	2	1	0	0	0
BANK1	2	2	3	2	2	9	5	1	0	1	4
SLC39A8	329	311	304	191	219	189	291	247	278	212	229
LOC105377621	10	11	16	2	0	8	6	1	4	5	5
NFKB1	1263	1127	1052	955	1062	1024	1164	959	1008	1073	1102
LOC105377347	18	16	12	9	13	17	14	29	9	10	17
MANBA	397	296	285	220	242	320	380	366	247	302	275
LOC102723704	395	374	315	348	376	261	326	360	389	334	405
UBE2D3	3944	3662	3311	3760	3979	3136	3624	3654	4225	3614	3950
UBE2D3-AS1	17	19	13	18	10	13	19	23	27	30	25
CISD2	396	339	335	388	397	323	397	398	505	418	431
SLC9B1	127	127	121	142	148	144	163	122	162	139	148
SLC9B2	259	276	229	314	298	299	282	315	314	284	333
BDH2	129	103	99	115	113	209	222	239	123	109	144
CENPE	1531	1342	1223	1715	1904	988	1248	1585	2007	1874	2120
LINC02428	2	5	2	2	5	3	10	3	4	7	7
TACR3	0	0	3	0	0	3	1	0	5	0	1
LINC02503	0	0	0	0	0	0	0	0	0	0	0
LOC105377350	0	0	0	0	0	0	0	0	0	0	0
CXXC4	5	1	0	2	0	1	1	2	0	0	3
CXXC4-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC105377351	0	0	0	0	0	0	0	0	0	0	0
TET2	302	280	241	275	350	460	482	511	424	392	366
TET2-AS1	1	0	0	1	0	0	1	0	0	0	0
PPA2	993	896	889	1001	1083	1038	1049	1222	1121	946	1096
LOC105377352	0	0	0	0	1	0	0	0	0	0	0
ARHGEF38	1	1	2	5	2	0	1	0	4	3	0
ARHGEF38-IT1	0	0	0	0	0	0	0	0	0	0	0
INTS12	301	296	288	342	335	293	383	355	320	334	338
GSTCD	597	610	515	538	643	365	442	514	630	539	569
LOC107986190	4	3	0	0	0	0	0	2	0	0	0
GSTCD-AS1	1	3	0	0	0	0	0	0	3	1	2
NPNT	1	3	0	1	2	0	1	0	1	0	0
LOC101929577	3	2	1	1	1	1	3	3	5	1	2
TBCK	323	348	304	304	360	402	446	479	420	382	376
AIMP1	1282	1083	1102	1134	1118	962	1086	1234	1192	1064	1083
GIMD1	0	0	0	0	0	0	0	0	0	0	0
LINC02173	0	0	0	0	0	0	0	0	0	0	0
LOC105377356	0	0	0	0	0	0	0	0	0	0	0
DKK2	0	0	0	0	0	0	0	0	0	0	0
LOC102725220	0	0	0	0	0	0	0	0	0	0	0
LOC105377358	2	3	0	0	2	1	1	0	0	1	1
LOC105377357	0	0	0	0	0	0	0	0	0	0	0
PAPSS1	913	750	720	657	685	898	874	795	779	718	745
SGMS2	427	410	374	458	519	370	499	509	553	488	534
CYP2U1-AS1	18	15	12	9	6	10	22	16	19	15	10
LOC107986298	34	28	24	35	43	28	35	25	39	39	39
CYP2U1	313	243	208	187	214	357	379	370	290	265	267
LOC107986299	0	1	6	1	6	1	5	1	5	0	1
HADH	897	747	693	1007	1071	929	1021	914	1042	1016	1052
LEF1	13	22	8	1	0	2	7	2	4	6	6
LEF1-AS1	4	1	1	0	0	0	1	1	1	2	1
LOC107986300	0	0	0	0	0	0	0	0	0	0	0
RPL34-DT	0	0	1	0	0	3	0	1	7	1	0
LOC101929621	0	0	0	0	0	0	0	0	0	0	0
RPL34	7336	6206	6329	6468	6530	6431	7067	5899	6573	5720	6280
OSTC	1072	892	840	1003	1039	768	900	980	1007	848	902
LOC105377359	1	3	0	7	3	6	4	8	4	3	3
LOC107986234	0	0	0	0	0	0	0	0	0	0	0
ETNPPL	0	2	0	0	0	0	0	0	1	1	0
COL25A1	0	0	0	0	0	0	0	0	0	1	0
COL25A1-DT	0	0	0	0	0	0	0	0	0	0	0
SEC24B-AS1	21	21	16	12	16	31	32	27	18	19	22
SEC24B	1035	901	832	749	853	819	909	982	865	804	882
MIR576	0	0	2	1	0	0	0	0	0	1	0
MCUB	754	650	598	724	749	697	777	764	797	712	792
LOC107986302	0	0	0	1	2	1	1	4	2	2	1
CASP6	180	154	143	271	280	383	386	415	327	344	326
PLA2G12A	434	356	323	472	534	453	510	513	516	466	506
CFI	0	0	0	0	0	0	0	4	4	0	0
GAR1	911	898	803	810	812	579	575	529	761	717	754
RRH	0	3	0	1	3	2	7	3	7	0	3
LRIT3	0	1	2	7	4	1	1	3	5	8	4
EGF	1	2	0	0	2	13	7	15	2	5	9
ELOVL6	624	530	522	575	540	326	364	363	540	528	572
LOC107986303	64	55	48	41	50	54	46	31	55	32	58
LOC105377362	0	0	0	0	0	0	0	0	0	0	0
ENPEP	0	0	0	0	0	0	0	0	0	0	0
PANCR	0	0	0	0	0	0	0	0	0	0	0
LOC105377363	0	0	0	0	0	0	0	0	0	0	0
PITX2	0	0	0	0	0	0	0	0	0	0	0
MIR297	0	0	0	0	0	0	0	0	0	0	0
LOC105377364	0	0	0	0	0	0	0	0	0	0	0
LOC105377365	0	0	0	0	0	0	0	0	0	0	0
LOC105377366	0	0	0	0	0	0	0	0	0	0	0
LOC105377367	0	0	0	0	0	0	0	0	0	0	0
LOC105377369	0	0	0	0	0	0	0	0	0	0	0
LOC105377370	0	0	0	0	0	0	0	0	0	0	0
FAM241A	92	83	92	89	116	69	65	96	93	82	97
AP1AR	436	377	357	384	467	281	308	296	407	404	303
TIFA	347	358	298	378	426	324	376	348	388	412	398
ALPK1	200	157	160	155	163	301	328	343	235	228	242
LOC107986304	3	1	0	2	4	1	5	1	0	4	3
NEUROG2	2	6	2	2	1	2	0	1	1	0	0
NEUROG2-AS1	0	0	1	0	0	1	0	0	0	0	0
ZGRF1	393	343	336	305	346	170	229	258	337	339	360
LARP7	553	495	471	442	482	408	474	557	535	431	552
MIR302CHG	112	106	101	79	97	85	79	127	110	87	104
MIR367	1	0	0	0	1	0	0	1	0	0	0
MIR302D	0	0	0	0	1	0	0	1	0	0	0
MIR302A	0	0	0	0	0	0	0	1	1	0	0
MIR302C	1	0	0	0	0	0	1	0	1	0	0
MIR302B	1	0	1	0	0	0	1	0	0	0	0
ANK2	247	170	171	114	112	152	180	177	137	114	119
LOC102723896	0	0	0	0	0	0	0	0	0	0	0
ANK2-AS1	0	0	2	1	0	0	0	0	0	0	0
MIR1243	0	0	0	0	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0	0	0	0	0
LOC105377374	0	0	0	0	0	0	0	0	0	1	0
CAMK2D	364	235	227	235	285	452	388	479	339	304	281
LOC105377375	0	0	0	0	0	0	0	0	1	0	0
ARSJ	23	18	21	56	49	45	54	31	45	36	54
LOC107986305	6	1	0	3	0	2	3	1	0	0	2
LOC105377376	0	0	0	0	0	0	0	0	0	0	0
LOC107986235	0	0	0	0	0	0	0	0	0	0	0
LOC105377378	0	0	0	0	0	0	0	0	0	0	0
LOC105377379	0	0	0	0	0	0	0	0	0	0	0
LOC105377380	0	0	0	0	0	0	0	0	0	1	0
UGT8	225	210	205	211	218	158	191	181	250	185	223
MIR577	0	0	0	0	0	0	0	0	0	0	0
LOC105377382	3	1	0	2	0	3	1	1	0	1	1
NDST4	0	0	0	0	0	0	0	0	0	0	0
LOC105377383	0	0	0	0	0	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0	0	0	0	0	0
LOC105377384	0	0	0	0	0	0	0	0	0	0	0
LOC105377385	0	0	0	0	0	0	0	0	0	0	0
LOC107986306	0	0	0	0	0	0	0	0	0	0	0
LOC105377387	0	0	0	0	0	0	0	0	0	0	0
LOC105377388	0	0	0	0	0	0	0	0	0	0	0
TRAM1L1	0	0	0	0	0	0	1	0	0	0	0
LINC02262	0	0	0	0	0	0	0	0	0	0	0
LINC02263	0	0	0	0	0	0	0	0	0	0	0
LINC01378	0	0	0	0	0	0	0	0	0	0	0
LOC102723914	0	0	0	0	0	0	0	0	0	0	0
LINC02264	0	0	0	0	0	0	0	0	0	0	0
NDST3	1	3	2	1	0	3	2	2	1	2	4
LOC107986307	1	0	0	0	0	1	0	1	0	0	1
LOC105377392	0	0	0	0	0	0	0	0	0	0	0
SNHG8	643	582	585	591	559	594	677	519	523	488	487
SNORA24	11	10	8	16	15	10	8	12	14	13	7
PRSS12	184	169	186	174	174	215	250	190	236	167	221
LOC105379403	0	0	0	0	0	0	0	0	0	0	0
CEP170P1	42	31	43	39	56	42	49	52	42	36	45
LOC729218	6	5	8	6	5	6	15	10	10	7	11
METTL14-DT	1	1	1	0	1	2	1	1	2	0	0
METTL14	348	305	331	339	345	329	420	408	356	291	337
SEC24D	424	379	370	500	488	521	597	518	539	522	537
SYNPO2	0	9	5	2	0	3	3	5	2	4	0
LOC105377393	0	0	0	0	0	0	0	0	0	0	0
LOC105377394	0	0	0	0	0	0	0	0	0	0	0
LOC102723967	0	0	0	0	0	0	0	0	0	0	0
LOC105377395	0	0	0	0	0	0	1	0	0	0	0
MYOZ2	0	0	0	0	0	0	0	0	0	0	0
LOC105379404	0	0	0	0	0	0	0	0	0	0	0
LOC101929762	0	0	0	0	0	1	0	0	4	0	0
USP53	97	104	87	82	78	79	80	96	98	99	101
C4orf3	844	759	668	834	806	870	983	1063	1021	867	878
FABP2	0	0	0	2	0	1	0	1	0	0	0
LOC107986193	0	0	1	1	0	0	2	0	0	0	0
LINC01061	89	85	91	72	89	130	140	130	70	91	77
LOC107983979	41	24	23	22	27	45	37	31	33	38	27
GTF2IP12	15	13	12	12	20	20	20	19	14	10	7
SEPTIN7P14	135	106	99	57	97	84	64	87	91	87	97
PDE5A	174	160	177	219	240	223	252	291	307	241	227
LOC105377396	0	0	1	0	0	0	2	0	0	0	0
LOC105377397	2	1	0	0	0	0	0	0	0	0	0
LINC01365	0	3	0	0	0	0	0	0	0	0	0
LINC02502	0	0	0	0	0	0	0	0	0	0	0
MAD2L1	2108	1950	1758	2071	2196	1159	1313	1287	2166	1865	2128
PRDM5	80	82	72	94	101	79	85	80	109	88	88
LOC105377399	4	3	2	1	7	6	14	6	3	1	3
NDNF	2	5	5	4	3	3	9	11	8	3	4
NDNF-AS1	0	0	0	0	0	0	0	0	0	0	0
TNIP3	0	0	0	0	0	0	0	0	0	0	0
QRFPR	0	0	0	0	0	0	0	0	0	0	0
LOC107986309	0	0	0	0	0	0	0	0	0	0	0
LOC107986310	0	0	0	0	0	0	0	0	0	0	0
LOC105377401	0	0	0	0	0	0	0	0	0	0	0
LOC105377402	0	0	1	0	1	0	0	0	0	0	0
ANXA5	2629	2129	2095	2873	3270	3112	3453	3039	3341	2977	3228
SMIM43	1	0	0	0	0	0	0	0	0	0	0
PP12613	0	0	0	0	0	0	0	0	0	0	0
EXOSC9	812	654	675	811	820	460	503	607	879	679	774
CCNA2	2244	1913	1795	2190	2283	1262	1333	1528	2348	2104	2307
BBS7	437	395	322	311	381	340	472	474	425	459	431
TRPC3	1	2	0	0	0	0	1	2	1	2	3
LOC102724158	0	0	0	0	0	0	0	0	0	0	0
LOC112268469	1	0	0	0	1	0	2	0	1	0	1
BLTP1	1220	1122	1036	1112	1172	1238	1413	1507	1263	1187	1241
ADAD1	0	0	0	0	0	0	0	0	0	0	0
IL2	0	0	0	0	0	0	0	0	0	0	0
IL21	0	0	0	0	0	0	0	0	0	0	0
IL21-AS1	0	0	0	0	0	0	1	0	0	0	0
BBS12	126	110	100	87	100	185	206	170	130	87	127
CETN4P	7	7	4	8	8	11	7	11	7	3	7
FGF2	869	748	653	1543	1522	2486	2798	3463	1872	1667	1682
NUDT6	230	178	175	283	304	376	454	530	339	294	311
SPATA5	322	338	302	320	393	235	322	340	372	358	382
LOC105377404	2	2	3	6	2	3	2	3	2	1	8
SPRY1	445	391	419	37	42	32	33	35	34	34	37
TRC-GCA2-1	0	0	0	0	0	0	0	0	0	0	0
LINC02435	1	0	1	0	0	0	0	0	0	0	0
LOC105377405	0	1	0	0	0	0	0	0	0	0	0
LINC01091	0	0	0	0	0	0	0	0	1	0	0
LOC105377407	0	0	0	0	0	0	0	0	0	0	0
LOC105377406	0	0	0	0	0	0	0	0	0	0	0
LOC105377408	0	0	0	0	0	0	0	0	0	0	0
LINC02516	0	0	1	1	1	6	5	4	7	1	1
ANKRD50	4673	4092	3831	4286	4708	6030	6615	6917	5186	4842	4935
FAT4	97	70	68	119	134	503	526	512	193	148	169
MIR2054	0	0	0	0	0	0	0	0	0	0	0
LINC02379	0	0	0	0	0	0	0	0	0	0	0
LOC105377409	0	0	0	0	0	0	0	0	0	0	0
LOC105377410	0	0	0	0	0	0	0	0	0	0	0
LOC105377411	0	0	0	0	0	0	0	0	0	0	0
LOC102724210	0	0	0	0	0	0	0	0	0	0	0
LOC107986312	0	0	0	0	0	0	0	0	0	0	0
LOC105377412	0	0	0	0	0	0	1	0	0	0	0
LOC105377413	4	12	3	3	3	0	3	1	3	1	3
INTU	219	189	183	230	209	256	295	320	288	280	257
SLC25A31	0	0	2	0	0	0	0	0	0	0	0
LOC105377414	0	0	0	0	0	0	0	0	0	0	0
HSPA4L	326	261	274	292	291	213	283	287	401	364	342
PLK4	568	547	540	581	674	306	351	413	649	617	591
MFSD8	350	323	246	288	327	265	345	412	381	332	336
ABHD18	258	282	262	266	310	331	352	340	328	361	334
LARP1B	451	377	398	418	413	378	412	485	466	429	438
PGRMC2	957	861	816	892	982	698	918	906	993	885	890
LINC02615	24	11	13	16	12	33	42	51	19	25	22
LOC101927259	0	0	0	0	0	0	0	0	1	0	0
JADE1	896	824	756	916	923	708	806	788	955	874	914
SCLT1	424	408	349	374	464	308	327	365	464	407	441
C4orf33	73	50	48	54	65	95	120	116	100	103	82
LOC105377416	0	0	0	0	0	0	0	0	0	0	0
LOC105377417	0	0	0	0	0	0	0	0	0	0	0
LINC02466	0	0	0	0	0	0	0	0	0	0	0
LINC02465	0	0	0	0	0	0	0	0	0	0	0
LOC105377418	0	0	0	0	0	0	0	0	0	0	0
LINC02479	0	0	0	0	0	0	0	0	0	0	0
LOC105377422	0	0	0	0	0	0	0	0	0	0	0
LOC105377423	0	0	0	0	0	0	0	0	0	0	0
LINC02377	0	0	0	0	0	0	0	0	0	0	0
SNHG27	0	0	0	0	0	0	0	0	0	0	0
LOC105377425	0	0	0	0	0	0	0	0	0	0	0
LOC105377428	0	0	0	0	0	0	0	0	0	0	0
LOC107986236	0	0	0	0	0	0	0	0	0	0	0
LINC01256	0	0	0	0	0	0	0	0	0	0	0
LOC105377431	0	0	0	0	0	0	0	0	0	0	0
LOC105377432	0	0	0	0	0	0	0	0	0	0	0
PCDH10-DT	0	0	0	0	0	0	0	1	0	0	0
PCDH10	0	0	0	0	0	0	0	0	0	0	0
PABPC4L	0	0	0	0	0	0	0	0	0	0	0
LINC02462	0	0	0	0	0	0	0	0	0	0	0
LOC105377436	0	0	0	0	0	0	0	0	0	0	0
LOC105377438	0	0	0	0	0	0	0	0	0	0	0
LOC105377437	0	0	0	0	0	0	0	0	0	0	0
LINC02485	0	0	0	0	0	0	0	0	0	0	0
LINC00613	0	0	0	0	0	0	0	0	0	0	0
LINC02511	0	0	0	0	0	0	0	0	0	0	0
LINC02510	0	0	0	0	0	0	0	0	0	0	0
LOC105377442	0	0	0	0	0	0	0	0	0	0	0
PCDH18	3	2	2	0	2	23	18	27	7	4	3
LINC02172	0	0	0	0	0	0	2	0	0	0	0
LOC101927414	0	0	0	0	0	0	0	0	0	0	0
LOC107986314	0	0	0	0	0	0	0	0	0	0	0
LOC105377444	0	0	0	0	0	0	0	0	0	0	0
LOC105377445	0	0	0	1	0	0	0	0	0	0	0
LOC107986315	0	0	0	0	0	0	0	0	0	0	0
LOC105377447	1	0	0	0	1	0	0	1	0	3	1
LINC00616	0	0	0	11	12	3	8	9	22	9	11
SLC7A11-AS1	10	7	5	31	21	19	26	24	29	25	30
SLC7A11	138	149	107	282	344	427	459	580	448	388	358
LINC00498	0	0	0	0	0	0	0	0	0	0	0
LINC00499	0	0	0	0	0	0	0	0	0	0	0
LOC105377448	0	0	0	0	0	0	0	0	0	0	0
NOCT	249	227	243	269	260	205	215	194	256	250	270
ELF2	396	398	394	424	453	425	414	508	451	453	449
LOC105379412	0	0	0	0	0	0	0	0	0	0	0
MGARP	0	0	2	0	0	1	0	3	3	1	8
NDUFC1	712	613	495	589	666	753	843	716	736	609	716
NAA15	2994	2609	2349	2806	2926	1688	2016	2338	2887	2666	2759
LOC105377449	1	5	2	11	9	5	9	5	3	2	12
RAB33B-AS1	26	20	21	15	24	29	30	31	32	22	26
RAB33B	205	177	142	172	174	167	192	203	215	180	194
SETD7	1236	1121	1060	1155	1194	1070	1223	1329	1263	1237	1189
LOC105377451	0	0	0	0	0	0	0	0	0	0	0
LOC105377622	1	0	0	0	0	0	0	0	0	0	0
QKILA	0	0	0	0	0	0	0	0	0	0	0
MGST2	144	93	83	95	83	125	159	138	112	95	122
MAML3	24	27	18	2	9	3	3	8	8	8	7
LOC105377452	0	0	0	0	0	0	0	0	0	0	0
LOC101927516	0	0	0	0	0	0	0	0	0	0	0
SCOC	715	680	676	727	817	706	819	935	954	876	903
SCOC-AS1	2	1	0	2	0	2	6	0	3	0	0
CLGN	255	193	173	167	164	145	150	183	163	200	223
MGAT4D	0	0	0	0	0	0	0	0	0	0	0
ELMOD2	399	339	286	277	347	295	357	435	392	362	366
UCP1	0	0	4	0	0	2	1	1	0	0	1
TBC1D9	337	321	336	316	331	386	433	443	361	420	353
TNRC18P1	1	0	1	0	0	1	1	3	0	4	0
RNF150	31	34	30	11	7	19	13	31	18	25	15
ZNF330	664	531	496	435	478	412	441	435	409	399	428
LINC02432	3	0	1	12	4	12	9	3	2	10	1
LINC02276	0	0	0	1	0	0	0	0	0	0	0
IL15	4	6	2	10	6	15	25	27	13	9	13
INPP4B	143	151	126	8	2	4	5	0	12	2	13
LOC101927613	0	0	0	0	0	0	0	0	0	0	0
LOC105377457	0	0	0	0	1	0	0	0	0	0	0
LOC107986194	0	0	0	0	0	0	0	0	0	0	0
LOC105377623	3	1	2	4	6	8	2	8	1	5	6
USP38	452	383	398	440	441	345	418	404	459	435	457
GAB1	137	109	120	133	119	187	211	207	165	170	174
MIR3139	0	0	0	0	0	0	0	0	0	0	0
SMARCA5-AS1	176	159	160	170	159	192	218	179	175	156	166
SMARCA5	3047	2629	2493	2734	2912	2586	2855	2978	3054	2856	3202
GUSBP5	2	4	10	12	6	8	5	6	4	6	10
FREM3	0	0	0	0	0	0	0	0	0	0	0
LOC105377458	0	0	0	0	0	0	0	0	0	0	0
LOC105377459	0	0	2	0	0	0	0	0	0	0	1
GYPE	0	0	0	0	0	1	0	0	0	0	0
LOC101927636	0	3	0	1	0	0	0	2	0	0	0
GYPB	0	0	0	0	0	0	0	0	0	0	0
LOC105377460	0	0	0	0	0	0	0	0	0	0	0
GYPA	0	0	1	0	0	0	0	0	4	0	0
LOC107986317	0	0	0	0	0	0	0	0	0	0	0
LOC105377461	0	0	0	1	0	0	1	2	0	1	1
LOC105377462	0	0	0	0	0	0	0	0	0	0	0
HHIP-AS1	1	7	2	4	2	2	3	4	6	4	2
HHIP	7	0	0	5	7	7	2	7	3	2	10
ANAPC10	310	270	266	302	326	237	275	267	301	267	267
ABCE1	2844	2686	2336	2457	2677	1464	1714	2023	2738	2176	2407
OTUD4	1523	1305	1294	1480	1646	1283	1513	1785	1765	1626	1611
LOC105377465	0	0	0	0	0	0	4	1	0	0	0
LINC02266	0	0	0	0	0	0	0	0	0	0	0
SMAD1	435	307	290	345	386	387	453	402	408	385	381
SMAD1-AS2	0	0	1	1	0	0	0	0	0	1	0
SMAD1-AS1	45	43	41	52	60	50	58	54	51	49	53
LOC285422	0	0	0	0	0	0	0	0	0	0	0
LINC02491	0	0	0	0	0	0	0	0	1	0	0
MMAA	106	100	105	117	120	99	131	132	106	108	106
C4orf51	33	28	33	20	14	24	24	24	20	20	26
ZNF827	103	96	93	53	36	103	99	98	64	66	63
LOC105377468	0	0	0	0	0	0	0	0	0	0	0
LOC105377469	0	0	0	0	0	0	0	0	0	0	0
LINC01095	0	0	0	0	0	0	0	0	0	0	0
LOC105377470	0	0	0	0	0	0	0	0	0	0	0
LSM6	363	289	294	379	421	343	314	330	438	357	359
REELD1	3	0	6	4	3	0	3	2	0	4	2
SLC10A7	53	42	43	47	70	45	60	77	65	63	77
LOC105377472	0	0	0	0	1	0	0	0	0	0	0
MIR7849	0	0	0	0	0	0	0	0	0	0	0
POU4F2	0	0	0	0	0	0	0	0	0	0	0
TTC29	0	0	0	0	0	0	0	0	0	0	0
LOC105377474	0	0	0	0	0	0	0	0	0	0	0
LOC105377473	0	0	1	0	0	1	0	0	0	0	0
LOC105377475	0	0	0	0	0	0	0	0	0	0	0
LOC105377476	0	0	0	0	0	0	0	0	0	0	0
MIR548G	0	0	0	0	0	0	0	0	0	0	0
EDNRA	6	1	5	2	0	1	4	9	6	1	2
LOC105377478	0	0	0	0	0	0	0	0	0	0	0
LINC02507	0	0	0	0	0	0	0	0	0	0	0
TMEM184C	456	394	365	385	398	386	432	438	467	449	460
PRMT9	281	257	248	239	280	254	265	319	268	292	265
ARHGAP10	151	140	153	162	176	146	175	135	148	160	155
MIR4799	0	0	0	0	0	0	0	0	0	0	0
NR3C2	7	6	9	5	9	23	7	17	6	6	9
LOC102724672	0	0	0	0	0	0	1	0	0	0	0
LOC107986195	0	0	0	0	0	0	0	0	0	0	0
LOC105377483	0	0	0	0	0	0	0	0	0	0	0
LOC105377481	0	0	0	0	0	0	0	0	0	0	0
LOC105377480	0	0	0	0	0	0	0	0	0	0	0
LINC02430	0	0	0	0	0	0	0	0	0	0	0
LINC02355	0	0	0	0	0	0	0	0	0	0	0
LOC107986320	0	0	0	0	0	0	0	0	0	0	0
IQCM	0	0	0	0	0	0	0	0	0	0	0
LOC105377479	0	0	0	0	0	0	0	0	0	0	0
DCLK2	201	180	163	207	233	272	287	258	249	229	216
LRBA	1713	1553	1483	1412	1515	1839	2015	1857	1708	1673	1701
LOC729558	0	0	0	0	0	0	0	0	0	0	0
MAB21L2	0	0	0	0	0	3	0	1	0	0	0
RPS3A	27041	23204	21840	21052	22891	20296	23037	22045	22134	20514	21378
SNORD73B	2	5	1	0	6	2	1	1	9	3	1
SNORD73A	36	32	24	25	23	15	13	19	26	19	17
SH3D19	691	679	641	501	567	540	628	603	638	571	619
LOC107986196	30	30	104	29	20	23	26	24	34	27	31
LOC105377485	2	4	3	1	0	3	2	1	1	0	1
PRSS48	0	0	1	0	1	0	0	0	0	0	1
FHIP1A-DT	41	32	31	52	38	70	63	54	56	53	43
FHIP1A	168	137	134	240	184	281	360	331	224	223	231
GATB	441	387	368	442	420	460	474	436	401	439	440
LOC107986197	15	21	22	16	17	33	29	28	28	18	25
LOC105377488	0	0	0	1	0	2	0	1	0	0	1
LOC102724700	0	0	0	0	0	0	0	0	0	0	0
LOC100505685	0	0	0	0	0	0	0	0	0	0	0
LINC02273	0	2	1	0	0	0	0	0	0	0	0
LOC105377490	0	0	0	0	0	0	0	2	0	0	0
LOC105377489	0	0	0	0	0	0	0	0	0	0	0
LOC105377492	1	0	0	1	0	0	0	2	0	2	0
FBXW7	366	337	292	296	336	267	359	314	375	303	362
FBXW7-AS1	17	18	12	14	11	8	20	10	16	15	17
MIR3140	0	0	0	0	0	1	0	0	0	0	0
MIR4453HG	124	128	108	129	141	128	125	125	146	118	131
MIR4453	7	3	6	10	10	9	4	6	7	7	8
TMEM154	16	10	11	1	4	7	7	5	4	5	4
LOC105377495	0	0	0	0	0	0	0	0	0	0	0
TIGD4	25	29	30	30	31	27	19	46	32	33	29
ARFIP1	561	498	419	497	546	422	513	561	564	531	563
LOC729870	2	0	1	0	1	0	1	0	2	1	1
FHDC1	19	17	16	19	23	41	48	46	25	34	21
TRIM2	316	256	239	204	302	269	288	296	300	260	295
LOC105377496	2	1	2	0	1	1	1	1	4	0	2
ANXA2P1	3	1	2	3	0	2	1	1	5	4	3
MND1	348	289	276	303	352	169	211	223	311	298	349
TMEM131L	466	428	362	305	346	338	386	360	361	331	345
LOC105377498	0	0	0	1	0	0	1	0	0	1	0
LOC100419170	0	0	0	1	0	0	1	0	0	0	0
TLR2	18	7	13	9	7	14	10	18	12	9	10
RNF175	1	0	1	0	0	0	0	0	0	0	0
LOC105377499	0	0	0	0	0	0	0	0	0	0	0
SFRP2	0	0	0	0	0	0	0	0	0	0	0
